id,ecode,ingredient_name,category,id_status,desc
90,E237,Sodium formiate,Preservative,1,"Commercially synthesised from sodium hydroxide and carbon monoxide. Present naturally as formic acid Used as a preservative against microorganisms. Fruit juices, non-alcoholic drinks, preserved vegetables, etc. Acceptable Daily Intake is upto 3 mg/kg body weight."
91,E238,Calcium formiate,Preservative,1,"Commercially synthesised from calcium hydroxide and carbon monoxide. Present in nature as formic acid . Used as a preservative against microorganisms. Found in Fruit juices, non-alcoholic drinks, preserved vegetables, etc. Acceptable Daily Intake is upto 3 mg/kg body weight. High concentrations of this salt may be diuretic."
92,E239,"Hexamethylene tetramine, Hexamine",Preservative,1,"Hexamethylenetetramine is obtained by reacting Ammonia with Formaldehyde. Amongst many others, this substance is utilised as a cross-linking agent for resins, rubber-to-textile adhesive, protein modifier, organic synthesis, pharmaceuticals, an ingredient for explosives, fuel tablets, rubber accelerator, fungicide, corrosion inhibitor, shrink proofing textiles and as an anti-bacterial agent. Not recommended for consumption by children by health authorities."
93,E240,Formaldehyde,Preservative,1,"Formaldehyde is formed naturally by smoking or heating protein-rich foods. Commercially synthesised from methanol. Formaldehyde is a gas used as a preservative against bacteria. It is not used in foods, but used to disinfect containers, pipes and vessels in the food industry. It is widely used in cosmetics. Acceptable Daily Intake is upto 0. 15 mg/kg body weight. As gas it has very strong side effects (not in foods)."
94,E242,Dimethyl dicarbonate,Preservative,1,Chemically synthesised. It is used as a preservative (cold-sterilisation) in soft drinks. Acceptable Daily Intake is not determined. DMDC decomposes when dissolved in the product.
95,E249,Potassium nitrite,Preservative,1,"A colour fixing and curing agent for meat. Nitrites can effect the body's ability to carry oxygen, resulting in shortness of breath, dizziness and headaches, nausea and vomiting. It is a potential carcinogen, and is prohibited in foods for infants and young children. Certain safety precautions are required when handling this substance. Harmful if swallowed. Strong oxidizer. Contact with other materials may cause fire. Keep from contact with clothing and other combustible materials. Do not store near combustible materials. Avoid contact with eyes, skin, clothing. Keep in a tightly closed container. Wash thoroughly after handling. In case of fire, soak with water. In case of spill, sweep up and remove."
96,E250,Sodium nitrite,Preservative,1,"This preservative may provoke hyperactivity and other adverse reactions, potentially carcinogenic. Restricted in many countries, it is known to combine with other chemicals in the stomach to form nitrosamine, a substance that has been shown to cause cancers in laboratory animals. Hence its not recommended for consumption by children."
97,E251,"Sodium nitrate, saltpetre",Preservative,1,"Used as a preservative in processed meat products such as sausages, bacon and ham, as well as artificially smoked fish. Nitrates are also used as fertilisers, and leach into watercourses, then subsequently into our drinking water. Not recommended for consumption by children due to its possible adverse effects by most health authorities."
98,E252,Potassium nitrate (Saltpetre),Preservative,4,"May be derived from waste animal or vegetable matter. Only the producer can give details of its origin. Used in the preservation of meat products, such as, cured meats, bacon, ham, tongue, sausages, smoked frankfurters, pressed and tinned meats such as corned beef and some Dutch cheeses. Potassium nitrate is probably better known for its use in gun powder and fireworks or as a fertiliser for intensive crops such as tomatoes and potatoes. As a food preservative it is one of the most effective (and oldest) ways of preserving meat, in particular inhibiting the growth of the bacterium responsible for botulism."
99,E260,Acetic acid,Preservative?acidity regulator,1,"In one of its most common forms, vinegar has been used as a preservative since ancient times. In foods it is used for its antibacterial properties, as an acidity stabiliser, diluting Colourings, as a flavouring agent and for inhibiting mould growth in bread. In brewing it is used to reduce excess losses of carbohydrate from the germinated barley and to compensate for production variations, so producing a consistent quality beer. It can be found in beer, bread, cheese, chutney, horseradish cream, pickles, salad cream, brown sauce, fruit sauce, mint sauce and jelly and tinned baby food, sardines and tomatoes."
100,E261,Potassium acetate,"Preservative, acidity regulator",1,"Typically found in such products as sauces and pickles. Also used as a fabric conditioning agent, and in the manufacture of penicillin. Should be avoided by people with impaired kidney function as it is known to be a diuretic"
101,E262,Sodium acetates (i) Sodium acetate (ii) Sodium hydrogen acetate (sodium diacetate),Preservative?acidity regulator,1,"Sodium salt of acetic acid, an natural acid, present in most fruits. Produced by bacterial fermentation and thus present in all fermented products. Commercially produced by bacterial fermentation of sugar, molasses or alcohol or by chemical synthesis from acetealdehyde. Acetates are used as preservatives and buffers and found in many different products Daily intake is upto 15 mg/kg body weight. Acetic acid and acetates may be produced from alcohol, but it does not contain any alcohol."
102,E263,Calcium acetate,Preservative?acidity regulator,1,"An acidity regulator. A by product in the manufacture of wood alcohol. Used to make acetic acid (vinegar), to control the acidity of food during processing, as a thickening agent in cake mixes, packet desserts and puddings, a calcium supplement in pet foods, and as a preservative against microbial growth"
103,E264,Ammonium acetate,Preservative,1,Can cause nausea and vomiting. Used in products that also contain acetates.
104,E270,Lactic acid,"Preservative, acid, antioxidant",4,"As a food additive it increases the antioxidant properties of other substances and can be used to add a bitter taste. All fermented foods are very rich in lactic acid. Commercially produced by bacterial fermentation on starch and molasses. Also produced in large amounts in the large intestine by the resident bacteria. It is the commonest acidic constituent of fermented milk products such as sour milk, cheese, and buttermilk. Also used in carbonated drinks, jams, jellies, soft margarine, marmalade, infant milks and cereals, pickled red cabbage, salad dressings, sweets, tartare sauce and many tinned products, such as babyfoods, mackerel, pears, sardines, strawberries and tomatoes. Muslims should be aware that as it is a naturally occurring animal product, it could conceivably be of animal origin."
105,E280,Propionic acid,Preservative,1,"An acidity regulator. All propionates are thought to be linked with migraine headaches. Propionates occur naturally in fermented foods. It is derived commercially from ethylene and carbon monoxide or propionaldehyde, natural gas or fermented wood pulp. It is produced when bacteria decompose fibre. Commonly used in bread and flour products."
106,E281,Sodium propionate,Preservative,1,"Sodium salt of propionic acid, a natural acid present in small quantities in many foods, sometimes in high concentrations produced by bacteria in fermented foods, such as types of Swiss cheese. It is also produced on a large scale by the bacteria in the large intestine. Propionic acid and propionates are used as preservatives, mainly against fungi. Found in bakery products with chocolate."
107,E282,Calcium propionate,Preservative,1,"Typical products are flour products, where it is used as a mould inhibitor, and a means of reducing the yeast content of bread. May be linked to migraines."
108,E283,Potassium propionate,Preservative,1,"Typical products are flour products, where it is used as a mould inhibitor, and a means of reducing the yeast content of bread. May be linked to migraines."
109,E284,Boric acid,Preservative,1,"An acidity regulator. Boric acid is best known for being an antiseptic, it is also used in creams and ointments, insecticides, leather finishing, paints, soaps, wood preserving, and in ceramics and glass manufacturing. Boric acid is industrially synthesised by treating borax with strong acid. Ingestion is harmful and may be fatal. Harmful by inhalation. An irritant. May cause congenital malformation in the foetus."
110,E285,Sodium tetraborate (borax),Preservative,1,"An acidity regulator. Borax has many industrial uses including as an added ingredient in washing powder, water softeners and soaps. Borax is also mixed with clay and other substances to produce porcelain enamels used in pottery, and other ceramics. It is also used in the glass industry, the textile industry, in tanning leather, and in the manufacture of paper. It is used on, not in foods as an inorganic herbicide, or insectide."
111,E290,Carbon dioxide,Acidity regulator,1,"A gas present in air, produced in combustion, fermentation and animal metabolism. Carbon dioxide is produced when any form of carbon or almost any carbon compound is burned in an excess of oxygen. In animal respiration carbon dioxide combines with haemoglobin in red blood cells, is carried to the lungs and is breathed out. Green vegetation uses chlorophyll to combine carbon dioxide with hydrogen to form carbohydrates (photosynthesis). Typical products include fizzy drinks, carton fruit juice, wine."
112,E296,Malic acid Acid,Acidity regulator,1,"Found naturally in many fruits and vegetables, especially apples. Commercially it is produced by synthesis. Irritant. Typical products include tinned fruit, vegetables and pulses, jams, jelly, frozen vegetables and fruit squash."
113,E297,Fumaric acid,Acidity regulator,1,"Added to foods as an acidity regulator and flavouring agent, may be used as a substitute for cream of tartar. It is used as a mordant in dyeing and in the manufacture of synthetic resins and polyhydric alcohols. Typical products include bread, fruit drinks, pie fillings, poultry, wine, jams, jelly."
114,E300,Ascorbic acid (Vitamin C),Antioxidant,1,"Vitamin C, essential for growth, healthy teeth, gums, bones, skin and blood vessels and aiding the absorption of iron, is found naturally in many fresh fruits and vegetables. Found in butter, frozen egg products, powdered and concentrated milk, frozen croquette potatoes, tinned baby foods and wine. It can also be added to products that may lose their vitamin C in processing -such as dried potatoes. E300 Ascorbic acid flour treating agent, ""vitamin C""; may be made synthetically from glucose, naturally occurs in fruit and vegetables; added to products as diverse as cured meat, breakfast cereals and frozen fish."
115,E301,Sodium ascorbate,Antioxidant,1,"E301, prepared synthetically, is the sodium salt of ascorbic acid (E300) and, like E300, it is used as an antioxidant, a colour preservative and as a vitamin supplement. It can be found in pork pies, quick-frozen fish and lobster, sausages, scotch eggs, smoked frankfurters, tinned meats and both tinned and cereal based baby foods."
116,E302,Calcium ascorbate,Antioxidant,1,"E302 is prepared synthetically and, like E300, it is used as an antioxidant, a colour preservative and as a vitamin supplement. It can be found in bouillons, consommes and scotch eggs. Some fear that it may increase the formation of calcium oxalate stones in the urine and should therefor be avoided by those with a predisposition to kidney stones."
117,E303,Potassium ascorbate,Antioxidant,1,See E301
118,E304,Fatty acid esters of ascorbic acid (i) Ascorbyl palmitate (ii) Ascorbyl stearate,Antioxidant,4,"E304, ascorbic acid ester comprising ascorbic acid and palmitic acid, is prepared synthetically and, like E300, it is used as an antioxidant, a colour preservative and as a vitamin supplement but with the added advantage of being fat-soluble at high temperatures. It can be found in baby formula, chicken stock cubes, pork pies, sausages, scotch eggs and tinned baby food. There is the possibility that the palmitic acid used is obtained from animal fat, although the main source is vegetable fat. Use of animal (incl. pork) fat cannot be ruled out completely. Only the producer can provide with details of its origin."
119,E306,Tocopherol-rich extract (natural),Antioxidant,1,"E306 is an antioxidant for polyunsaturated fatty acids in tissue fats and is used in meat pies, desert toppings and vegetable oils as well as a vitamin supplement. Has a greater antioxidant effect than gamma-tocopherol E308. It protects other nutrients, such as Vitamin A, from oxidation but is largely destroyed by freezing. Commercially it can be extracted, by distillation in a vacuum, from cottonseed, maize, rice germ, soya been oil, wheat germ, or green leaves and may, therefore, come from Genetically Modified sources. Unlike other vitamins, the form of alpha-tocopherol made in the laboratory and found in supplements is not identical to the natural form, and is not quite as active as the natural form."
120,E307,Alpha-tocopherol (synthetic),Antioxidant,1,"E307 is an antioxidant and is used in pork pies and sausages as well as a vitamin supplement. Has a greater antioxidant effect than gamma-tocopherol (E308) in animals but not in cells or non-biological matter. It also protects other nutrients, such as Vitamin A, from oxidation but is largely destroyed by freezing. Commercially it can be produced from cottonseed, maize, rice germ, soya been oil, wheat germ, or green leaves and may, therefore, come from Genetically Modified sources. Because of its antioxidant synergy with Ascorbyl palmitate it is likely to be found in combination with E304."
121,E308,Gamma-tocopherol (synthetic),Antioxidant,1,"Found in most foods, it is abundant in, amongst other things, whole grain cereals, corn and cottonseed oils, egg yolks, meat and milk. (See also E306, E307 and E309). E308 is an antioxidant for polyunsaturated fatty acids as well as a vitamin. Less effective than alpha-tocopherol (E306 and E307) in animals but not in non-biological matter. It also protects other nutrients, such as Vitamin A, from oxidation but is largely destroyed by freezing. Commercially it can be produced from cottonseed, maize, rice germ, soya been oil, wheat germ, or green leaves and may, therefore, come from Genetically Modified sources."
122,E309,Delta-tocopherol (synthetic),Antioxidant,1,"E309 is an antioxidant for polyunsaturated fatty acids as well as a vitamin. Reported to be the most effective antioxidant of all the tocopherols in non-biological matter. It also protects other nutrients, such as Vitamin A, from oxidation but is largely destroyed by freezing. Commercially it can be produced from cottonseed, maize, rice germ, soya been oil, wheat germ, or green leaves and may, therefore, come from Genetically Modified sources."
123,E310,Propyl gallate,Antioxidant,1,"Used to prevent rancidity in oily substances. It is derived from nutgalls. It may cause gastric or skin irritation, gallates are not permitted in foods for infants and small children because of their known tendency to cause the blood disorder, methemoglobinemia. Used in oils, margarine, lard and salad dressings, sometimes used in packaging."
124,E311,Octyl gallate,Antioxidant,1,"Octyl gallate is synthesised by the esterification of gallic acid. It is used as an antioxidant in food, often with BHT (E321) and BHA (E320), although it has limited use as it is unstable at high temperatures. Typical products include oils and fats, cereals, snack foods, dairy produce."
125,E312,Dodecyl gallate,Antioxidant,4,"Synthesised from lauryl alcohol and gallic acid, which is produced from plant tannins. Anti-oxidant in fatty products, especially added to prevent rancidity. Typical products include oils and fats, cereals, snack foods, dairy produce. There is the possibility that the lauric acid used for lauryl alcohol is obtained from animal fat, although the main source is vegetable fat. Use of animal (incl. pork) fat cannot be ruled out completely. It does not contain alcohol (ethanol)."
126,E313,Thiodipropionic acid,Anti-oxidant,1,"Synthetic Anti-oxidant in fatty products, especially added to prevent rancidity. Used in Oils and fats, (cosmetics)."
127,E314,Guaiac Gum,,1,Natural resin from the tree Guajacum officinale and some related tropical trees. Anti-oxidant in cola
128,E315,Erythorbic acid,Antioxidant,1,"Synthetic isomer of vitamin C, but with only 1/20 of the vitamin activity. Produced from sucrose , acts as an anti-oxidant in many products."
129,E316,Sodium erythorbate,Antioxidant,1,"Sodium salt of erythorbic acid, a synthetic isomer of vitamin C (but with only 1/20 of the vitamin activity). An anti-oxidant in meat products."
130,E316,Sodium erythorbate,Antioxidant,3,"Sodium salt of erythorbic acid, a synthetic isomer of vitamin C (but with only 1/20 of the vitamin activity). An anti-oxidant in meat products."
131,E318,Sodium erythorbin,Antioxidant,3,Produced from E317
132,E320,Butylated hydroxyanisole (BHA),Antioxidant,1,"Anti-oxidant in fats and fatty products to prevent rancidity. Used in wide range of fat-containing products. Acceptable Daily Intake is upto 0. 5 mg/kg body weight. BHA in combination with high concentrations of vitamin C can produce free radicals, which can cause damage to the components of cells, including DNA. This has prompted the EU to restrict the use of BHA in the near future."
133,E321,Butylated hydroxytoluene (BHT),Antioxidant,1,"Synthetic antioxidant in fats and fatty products to prevent rancidity. Used in wide range of fat-containing products. Acceptable Daily Intake upto 0. 3 mg/kg body weight. BHT can cause liver damage in high concentrations. In some people with a hereditary isomer of a specific liver enzyme it can cause migraine. Due to the side effects, the EU has restricted its use; thus, the number of BHT-containing products will decline in the next few years."
134,E322,Lecithin,Emulsifier,4,"halal if it is from soy fat or egg yolk; haram if it is from animal fat. Commercial lecithin, most of which comes from soya bean oil, which may be Genetically Modified, contains a mixture of phosphoglycerides containing principally lecithin, cephalin and phosphatidyl inositol. Other sources are egg yolk, from where it was originally obtained, and leguminous seeds, including peanuts and maize, which also may be Genetically Modified. As an emulsifier it lowers the surface tension of water allowing the better combining of oils, fats and water in such foods as chocolate, ice cream, margarine and mayonnaise. In bread and bakery products it increases volume and also acts as an anti-staling agent thereby extending shelf life. Lecithin is also a good synergist to antioxidants in fats and oils so is often used in combination with them"
135,E325,Sodium lactate,Antioxidant,4,"The sodium salt of Lactic acid (E270). It is hygroscopic and used in such products as sponge cakes and Swiss rolls where its ability to absorb moisture helps to retain the moisture content and thereby extend shelf-life. It is also used for its synergistic effect on other substances antioxidant effect and sometimes as a substitute for glycerol (E422). Found in cheese, sponge cakes and Swiss rolls, ice cream, jams, jellies, margarine, marmalades and sweets. Muslims should be aware that as the source, (E270), Lactic acid, is a naturally occurring animal product it could conceivably be of animal origin."
136,E326,Potassium lactate,Antioxidant?acidity regulator,4,"The potassium salt of lactic acid (E270). It is hygroscopic and used in such products as sponge cakes and Swiss rolls where its ability to absorb moisture helps to retain the moisture content and thereby extend shelf-life. It is also used for its synergistic effect on other substances antioxidant effect. Found in sponge cakes and Swiss rolls, ice cream, jams, jellies, marmalades and sweets. Muslims should be aware that as the source, E270, Lactic acid, is a naturally occurring animal product it could conceivably be of animal origin."
137,E327,Calcium lactate,Antioxidant,4,"The calcium salt of lactic acid (E270). Particularly used in tinned fruits and vegetables where it inhibits discolouration and, because of its reaction with the naturally present pectin, forming the less water soluble calcium pectate, helps prevent the structural collapse of the food. Improves properties of milk powders and condensed milk. Also used for its synergistic effect on other substances antioxidant effect. As well as the aforementioned can be found in jams, jellies, and marmalades. Muslims should be aware that as the source, E270, Lactic acid, is a naturally occurring animal product it could conceivably be of animal origin."
138,E329,Magnesium lactate,Antioxidant,4,"Magnesium lactate is the magnesium salt of lactic acid, E270, and is used as a humectant and antioxidant in food. It is capable of increasing the antioxidant effects of other substances. It is hygroscopic hence is used in such products where its ability to absorb moisture helps to extend shelf life. Sometimes used as a substitute for glycerol. Typical products include jams, margarines, cheese, sweets, ice cream, cakes. Lactic acid, is a naturally occurring animal product it could conceivably be of animal origin."
139,E330,Citric acid,Antioxidant,1,"It is normally manufactured by fermentation of cane sugar or molasses in the presence of the fungus Aspergillus niger, but it can also be obtained from pineapple by-products and low-grade lemons. Its use as a food additive is wide and varied -as a synergist to enhance the effectiveness of other antioxidants; as a sharp-tasting flavouring; as a sequestrant in foods it combines with the naturally occurring trace metals to prevent discolouration. Because of this versatility it can be found in a wide range of products, including non-alcoholic drinks, bakery products, beer, cheese and processed cheese spreads, cider, biscuits, cake mixes, frozen fish (particularly herrings, shrimps and crab), ice cream, jams, jellies, frozen croquette potatoes and potato waffles, preserves, sorbets, packet soups, sweets, tinned fruits, sauces and vegetables."
140,E331,Sodium citrates (i) Monosodium citrate (ii) Disodium citrate (iii) Trisodium citrate,Antioxidant,1,"(i) Monosodium citrate is the sodium salt of citric acid, E330, and is used as an antioxidant in food as well as to improve the effects of other antioxidants. It is also used as an acidity regulator and sequestrant. Typical products include gelatine products, jam, sweets, ice cream, carbonated beverages, milk powder, wine, processed cheeses. (ii) Disodium citrate is the sodium salt of citric acid, E330, and is used as an antioxidant in food as well as to improve the effects of other antioxidants. It is also used as an acidity regulator and sequestrant. Typical products include gelatine products, jam, sweets, ice cream, carbonated beverages, milk powder, wine, processed cheeses. (iii) Trisodium citrate is the sodium salt of citric acid, E330, and is used as an antioxidant in food as well as to improve the effects of other antioxidants. It is also used as an acidity regulator and sequestrant. Typical products include gelatine products, jam, sweets, ice cream, carbonated beverages, milk powder, wine, processed cheeses."
141,E332,Potassium citrates (i) Monopotassium citrate (ii) Tripotassium citrate,Antioxidant,1,"(i) Monopotassium citrate is the potassium salt of citric acid, E330, and is used as an antioxidant in food as well as to improve the effects of other antioxidants. It is also used as an acidity regulator and sequestrant. Typical products include gelatine products, jam, sweets, ice cream, carbonated beverages, milk powder, wine, processed cheeses. (ii) Tripotassium citrate is the potassium salt of citric acid, E330, and is used as an antioxidant in food as well as to improve the effects of other antioxidants. It is also used as an acidity regulator and sequestrant. Typical products include gelatine products, jam, sweets, ice cream, carbonated beverages, milk powder, wine, processed cheeses."
142,E333,Calcium citrates (i) Monocalcium citrate (ii) Dicalcium citrate (iii) Tricalcium citrate,"Acidity regulator, firming agent",1,"(i) Monocalcium citrate is the calcium salt of citric acid, E330, and is used as a firming agent in food. It is also used as an acidity regulator and sequestrant. Typical products include gelatine products, ice cream, wine, carbonated beverages, sweets, jams, evaporated and condensed milk, milk powder, processed cheeses. (ii) Dicalcium citrate is the calcium salt of citric acid, E330, and is used as a firming agent in food. It is also used as an acidity regulator and sequestrant. Typical products include gelatine products, ice cream, wine, carbonated beverages, sweets, jams, evaporated and condensed milk, milk powder, processed cheeses. (iii) Tricalcium citrate is the calcium salt of citric acid, E330, and is used as a firming agent in food. It is also used as an acidity regulator and sequestrant. Typical products include gelatine products, ice cream, wine, carbonated beverages, sweets, jams, evaporated and condensed milk, milk powder, processed cheeses. No known adverse effects in small quantities. In tinned vegetables and many of 330. Wide range of foods"
143,E334,Tartaric acid (L (+) -) Acid,Antioxidant,1,"A natural, widely occurring, plant acid, giving the strong tart taste and the characteristic flavour to acidic fruits such as grapes, lemons and oranges. In fruit it can be free or either combined with potassium, calcium or magnesium. In food it is used as: an antioxidant where as a synergist it increases the antioxidant effect of other substances: for adjusting acidity in frozen dairy products, jellies, bakery products, dried egg whites, sweets, beverages, jams and preserves and wine: diluting food colours: as a sequestrant, chemically combining with undesirable oxidants and rendering them inactive. Can also be found in cocoa powders, sweets and tinned asparagus, fruit and tomatoes"
144,E335,Sodium tartrates (i) Monosodium tartrate (ii) Disodium tartrate,Antioxidant,1,"(i) Monosodium tartrate is a sodium salt of tartaric acid, E334, used mainly as an antioxidant and synergist in food, as well as an acidity regulator. See E334. Typical products include sweets, jelly, jams, carbonated beverages. (ii) Disodium tartrate is a sodium salt of tartaric acid, E334, used mainly as an antioxidant and synergist in food, as well as an acidity regulator. See E334. Typical products include sweets, jelly, jams, carbonated beverages. People with cardiac failure, high blood pressure, damaged liver or kidneys, and fluid retention. Found in most types of foods."
145,E336,Potassium tartrates (i) Monopotassium tartrate (cream of tartar) (ii) Dipotassium tartrate,Antioxidant,1,"i) Monopotassium tartrate (cream of tartar) is a potassium salt of tartaric acid, E334, used mainly as an antioxidant and synergist in food, as well as an acidity regulator. See E334. Typical products include wine, citrus dessert mixes, sweets, jelly, jams, carbonated beverages. (ii) Dipotassium tartrate is a potassium salt of tartaric acid, E334, used mainly as an antioxidant and synergist in food, as well as an acidity regulator. See E334. Typical products include wine, citrus dessert mixes, sweets, jelly, jams, carbonated beverages."
146,E337,Sodium potassium tartrate,Antioxidant,1,"Sodium potassium tartrate is a derivative of tartaric acid, E334, and is used in food as a buffer and antioxidant. There are no known adverse health effects and it is used medically as a bowel evacuant. Typical products include meat and cheese products, jams, margarine."
147,E338,Phosphoric acid,Antioxidant,1,"A food acid, derived from phosphate ore. Used in cheese products."
148,E339,Sodium phosphates (i) Monosodium phosphate (ii) Disodium phosphate (iii) Trisodium phosphate,Antioxidant,1,"Mineral salts, used as a laxative and as a fixing agent in textile dyeing. High intakes may upset the calcium/phosphorus equilibrium."
149,E340,Potassium phosphates (i) Monopotassium phosphate (ii) Dipotassium phosphate (iii) Tripotassium phosphate,Antioxidant,1,"Mineral salts, used as a laxative and as a fixing agent in textile dyeing."
150,E341,Calcium phosphates (i) Monocalcium phosphate (ii) Dicalcium phosphate (iii) Tricalcium phosphate,"Anti-caking agent, firming agent",1,A mineral salt found in rocks and bones. Used in medicines as an antacid and polishing agent in enamels.
151,E343,Magnesium phosphates (i) monomagnesium phosphate (ii) Dimagnesium phosphate,Anti-caking agent,1,An essential mineral. Used as an anti caking agent found in salt substitutes.
152,E350,Sodium malates (i) Sodium malate (ii) Sodium hydrogen malate,Acidity regulator,1,"Sodium salt of malic acid. Flavouring buffer and seasoning agent. Sweetened coconut, low salt substitute, all fruit drinks, soft drinks, dairy blend. No known adverse effects"
153,E351,Potassium malate,Acidity regulator,1,"Potassium salts of malic acid, a natural acid present in fruits. Potassium malate is used as a buffer and flavouring. Found in products like Ice cream, fried products, etc. D, L -and D-isomers are not allowed in infant food, as infants lack the necessary enzymes to metabolise these compounds."
154,E352,Calcium malates (i) Calcium malate (ii) Calcium hydrogen malate,Acidity regulator,1,"Calcium salts of malic acid (E296), a natural acid present in fruits. Calcium malate is used as a thickener and flavouring. Found in products like Ice cream, fried products, marmalade, etc. D, L -and D-isomers are not allowed in infant food, as infants lack the necessary enzymes to metabolise these compounds."
155,E353,Metatartaric acid,Emulsifier,1,"Acid, present in sugar cane and produced from glucose. Acidity regulator and metal scavenger. Found in products like Wine, fruit juices, etc. Acceptable Daily Intake is upto 30 mg/kg body weight. It is metabolised in the body to tartaric acid."
156,E354,Calcium tartrate,Emulsifier,1,Found in Biscuits and rusks. No known adverse effects. A tobacco additive permitted in the UK in March 2000.
157,E355,Adipic acid,Acidity regulator,1,"Adipic acid occurs naturally in living cells, but is commercially prepared from the oxidation of cyclohexanol by concentrated nitric acid. Typical products include many beverages."
158,E356,Sodium adipate,Acidity regulator,1,Sodium adipate is the sodium salt of adipic acid. Used as an acidity regulator in food.
159,E357,Potassium adipate,Acidity regulator,1,"Potassium adipate is the potassium salt of adipic acid, it is used as an acidity regulator in food."
160,E363,Succinic acid,Acidity regulator,1,"Succinic acid a flavour enhancer. Large doses associated with stomach disorders. Succinic acid occurs naturally in fossils, fungi and lichen, and is commercially prepared from acetic acid. Not permitted in Australia."
161,E365,Sodium fumarate,Acidity regulator,1,"Sodium salt of fumaric acid (E297), a natural acid. Acidity regulator in products like confectionery, bakery products, baking powder, etc. Acceptable Daily Intake upto 6 mg/kg body weight. It is metabolised by the body (it is a normal component of all body cells)."
162,E366,Potassium fumarate,Acidity regulator,1,"Potassium fumarate is the potassium salt of fumaric acid, E297, and is used as an acidity regulator in food."
163,E367,Calcium fumarate,Acidity regulator,1,Salt of fumaric acid. Food acid. No known adverse effects.
164,E370,"I, 4-Heptonolactone",Acidity regulator,1,"1, 4-Heptonolactone is a gamma lactone synthesised from hydroxycarboxylic acid. It is used as an acidity regulator and sequestrant in food. Banned in some countries"
165,E375,"Nicotinic acid, Niacin, Nicotinamide",Colour retention agent,1,"Nicotinic acid is a B vitamin, found naturally in yeast, liver and legumes, and is used in food as a colour retention agent as well as a B vitamin. It is essential for metabolism and the nervous system. Typical products include bread, flour, cereal. Other names: Pyridine-B-carboxylic acid, niacin"
166,E380,Triammonium citrate,Acidity regulator,1,"Ammonium salt of citric acid E330. Acidity regulator, buffer and emulsifier found in products like chocolate confectionery, cheese spreads, etc. Acceptable Daily Intake is not determined. Citric acid is a normal component of all body cells."
167,E381,Ammoniumferrocitrate,Acidity regulator,1,"Food acid. Essential mineral, food acid derived from citric acid; used as a dietary iron supplement in breakfast cereals and dietary formulas. Unsafe in large amounts."
168,E385,Calcium disodium ethylene diamine tetra-acetate (Calcium disodium EDTA),,1,"Synthetic flavour, texture retainer, anti-gushing agent in beer, preservative, sequestrant and colour promoter. Causes mineral imbalance. It is a known enzyme and blood coagulant inhibitor. Banned in Australia. Found in products like canned soft drink, tinned white potatoes, salad dressings, egg products, oleomargarine, potato salad, lima beans, mushrooms, pecan pie filling, sandwich spreads."
169,E400,Alginic acid [Thickener] Stabiliser [Gelling agent],Emulsifier,1,"Used in jam, jellies and marmalades and other similar fruit spreads including low-calorie products, an ingredient in antacid preparations (Gaviscon, Bisodol tablets, Asilone tablets Boots own etc). Found in seaweed fertilizer preparations (approved by DEFRA's organic food standards but not by the Soil Association). Alginates (E400 -E405) are also used as a thickening paste for colours in printing textiles, as a hardener and thickener for joining threads in weaving; the alginates may subsequently be dissolved away, giving special effects to the material. Other uses include glazing and sizing paper, special printers' inks, paints, cosmetics, insecticides, and pharmaceutical preparations. In the USA alginates are frequently used as stabilisers in ice cream, giving a smooth texture and body, and also as a suspending agent in milk shakes."
170,E401,Sodium alginate,"Thickener, stabiliser, gelling agent",1,"Used as a food thickener and stabiliser and in medicines, paint, and paper coating. Also see E400. Used in NiQuitin CQ lozenges."
171,E402,Potassium alginate,"Thickener, stabiliser, gelling agent",1,Also see E400. Found in St Ivel Gold low fat spreads.
172,E403,Ammonium alginate,"Thickener, stabiliser, gelling agent",1,"Also see E400. No known adverse effects, however large quantities may inhibit the absorption of some nutrients."
173,E404,Calcium alginate,"Thickener, stabiliser, gelling agent, emulsifier",1,None available
174,E405,"Propane-1, 2-diol alginate (Propylene glycol alginate)","Thickener, stabiliser",1,"Stabilser, thickener, emulsifier. Propylene glycol alginate is a reaction product of propylene oxide and alginic acid. Not permitted in France."
175,E406,Agar,"Thickener, gelling agentstabiliser",1,"Agar-Agar is produced from members of the Gelidiacae, Sphaerococcaceae and Rhodophyceae seaweed families. It is used in food as a gelling agent, although the resulting coagulation is rather brittle and not as effective as carrageenan or gelatin. Typical products include ice cream and frozen desserts, meringue, icings, sweets, fondants, cream, milk and yogurt. Believed to present a negligible risk to health. A gelatinous substance derived from seaweed. It is used in bulk-forming laxative medicines, sometimes combined with liquid paraffin, and in certain preparations for the treatment of obesity."
176,E407,Carrageenan,"Thickener, stabiliser, gelling agent, emulsifier",1,"Carrageenan is a naturally occurring family of carbohydrates extracted from red seaweed. This particular type of seaweed is common in the Atlantic Ocean near Britain, Europe and North America. The seaweed is boiled to extract the carrageenan. Carrageenan is widely used as an additive by the food industry for its gelling, thickening and stabilising properties. Used in salad dressings, prepared meat and fish, flavoured milk, processed cheese, ice cream, evaporated milk, cream, cottage cheese, sour cream, infant formula, alcoholic beverages, sauces and dressings. The type of carrageenan that can be added to food in the EU is very specific. It must not be in a chemically degraded (hydrolysed) form."
177,E407a,Processed eucheuma seaweed,Thickener stabiliser gelling agent,1,A fibre extracted from seaweed.
